Имя задачи,Время начала выполнения задачи,Время конца выполнения задачи,Общее время выполнения,Имя процессора,Имя ядра
828,0.000000013,0.000000091,0.000000078,Processor-7,Core-6
842,0.000000014,0.000000091,0.000000077,Processor-7,Core-7
854,0.000000014,0.000000092,0.000000078,Processor-0,Core-0
855,0.000000014,0.000000092,0.000000078,Processor-0,Core-1
859,0.000000014,0.000000092,0.000000078,Processor-0,Core-2
860,0.000000014,0.000000092,0.000000078,Processor-0,Core-3
873,0.000000014,0.000000092,0.000000078,Processor-0,Core-4
879,0.000000014,0.000000092,0.000000078,Processor-0,Core-5
890,0.000000014,0.000000092,0.000000078,Processor-0,Core-6
896,0.000000015,0.000000092,0.000000077,Processor-0,Core-7
898,0.000000015,0.000000092,0.000000077,Processor-1,Core-0
924,0.000000015,0.000000092,0.000000077,Processor-1,Core-1
950,0.000000015,0.000000092,0.000000077,Processor-1,Core-2
957,0.000000015,0.000000092,0.000000077,Processor-1,Core-3
973,0.000000016,0.000000092,0.000000076,Processor-1,Core-4
981,0.000000016,0.000000092,0.000000076,Processor-1,Core-5
996,0.000000016,0.000000092,0.000000076,Processor-1,Core-6
